rsi_period,atr_period,atr_loose_multiplier,atr_strict_multiplier,final_value
6,11,2.5,0.0075,1307.2039070222413
6,11,2.5,0.01,1253.492975356255
6,11,2.5,0.0125,1364.3855219977756
6,11,2.5,0.015,1216.371793314703
6,11,2.5,0.0175,1409.4755791217035
6,11,2.5,0.02,1263.727322054859
6,11,2.75,0.0075,1435.9550353617656
6,11,2.75,0.01,1429.1749068327083
6,11,2.75,0.0125,1375.354511182461
6,11,2.75,0.015,1250.647682675365
6,11,2.75,0.0175,1408.0594587251378
6,11,2.75,0.02,1236.6971863757358
6,11,3.0,0.0075,1434.637178095273
6,11,3.0,0.01,1427.2748127689692
6,11,3.0,0.0125,1335.5681937167303
6,11,3.0,0.015,1242.428031302895
6,11,3.0,0.0175,1411.971732161537
6,11,3.0,0.02,1238.5902931917708
6,12,1.75,0.0075,1316.5807454770093
6,12,1.75,0.01,1267.5009275586797
6,12,1.75,0.0125,1284.5272364269968
6,12,1.75,0.015,1178.944207151349
6,12,1.75,0.0175,1426.271658892938
6,12,1.75,0.02,1256.4610411900887
6,12,2.0,0.0075,1316.5807454770093
6,12,2.0,0.01,1267.6980947875395
6,12,2.0,0.0125,1284.717399435243
6,12,2.0,0.015,1178.944207151349
6,12,2.0,0.0175,1426.271658892938
6,12,2.0,0.02,1256.4610411900887
6,12,2.25,0.0075,1345.3619626444074
6,12,2.25,0.01,1306.1068314556571
6,12,2.25,0.0125,1284.0880955697007
6,12,2.25,0.015,1175.642247887716
6,12,2.25,0.0175,1417.983360141311
6,12,2.25,0.02,1242.029551897651
6,12,2.5,0.0075,1345.3619626444074
6,12,2.5,0.01,1306.1068314556571
6,12,2.5,0.0125,1282.6265911362214
6,12,2.5,0.015,1214.4497928133928
6,12,2.5,0.0175,1402.2086141342206
6,12,2.5,0.02,1242.029551897651
6,12,2.75,0.0075,1330.3094246580283
6,12,2.75,0.01,1353.9881201556673
6,12,2.75,0.0125,1255.3398802562217
6,12,2.75,0.015,1198.023980728295
6,12,2.75,0.0175,1364.8881664404362
6,12,2.75,0.02,1199.1275616491555
6,12,3.0,0.0075,1339.2171571058338
6,12,3.0,0.01,1357.718268133243
6,12,3.0,0.0125,1258.5271265959036
6,12,3.0,0.015,1196.7400304931407
6,12,3.0,0.0175,1364.8881664404362
6,12,3.0,0.02,1200.2200425613232
6,13,1.75,0.0075,1305.4972303671098
6,13,1.75,0.01,1266.566455531873
6,13,1.75,0.0125,1194.5890173891437
6,13,1.75,0.015,1181.407157550974
6,13,1.75,0.0175,1427.7874726509683
6,13,1.75,0.02,1228.9962625578528
6,13,2.0,0.0075,1320.3878010522542
6,13,2.0,0.01,1251.890204067355
6,13,2.0,0.0125,1177.9025942127548
6,13,2.0,0.015,1169.379562278863
6,13,2.0,0.0175,1411.7270315954638
6,13,2.0,0.02,1218.2074389852064
6,13,2.25,0.0075,1350.08788749998
6,13,2.25,0.01,1284.6228244376084
6,13,2.25,0.0125,1177.9025942127548
6,13,2.25,0.015,1169.379562278863
6,13,2.25,0.0175,1411.7270315954638
6,13,2.25,0.02,1218.2074389852064
6,13,2.5,0.0075,1324.8738308181926
6,13,2.5,0.01,1352.421839345581
6,13,2.5,0.0125,1222.9616252347073
6,13,2.5,0.015,1148.4572173410534
6,13,2.5,0.0175,1397.5241705423048
6,13,2.5,0.02,1199.9182461903815
6,13,2.75,0.0075,1313.021114655802
6,13,2.75,0.01,1262.407447233643
6,13,2.75,0.0125,1154.216231801349
6,13,2.75,0.015,1206.1771728892186
6,13,2.75,0.0175,1397.3926517666218
6,13,2.75,0.02,1216.953330792412
6,13,3.0,0.0075,1314.9352663559414
6,13,3.0,0.01,1265.1828945811253
6,13,3.0,0.0125,1154.216231801349
6,13,3.0,0.015,1206.0758511256415
6,13,3.0,0.0175,1397.1497632536937
6,13,3.0,0.02,1221.9805838347563
7,4,1.75,0.0075,1173.089066512835
7,4,1.75,0.01,1359.8709353583138
7,4,1.75,0.0125,1321.328227313358
7,4,1.75,0.015,1152.9915178847923
7,4,1.75,0.0175,1294.3557547778664
7,4,1.75,0.02,1289.2070999798468
7,4,2.0,0.0075,1226.858919732521
7,4,2.0,0.01,1360.2206476130366
7,4,2.0,0.0125,1369.9206283634662
7,4,2.0,0.015,1172.0405454309969
7,4,2.0,0.0175,1313.352931985453
7,4,2.0,0.02,1312.2533609369991
7,4,2.25,0.0075,1228.360910811097
7,4,2.25,0.01,1360.2206476130366
7,4,2.25,0.0125,1375.0139726994869
7,4,2.25,0.015,1173.744248998263
7,4,2.25,0.0175,1317.5548803534318
7,4,2.25,0.02,1311.950252565203
7,4,2.5,0.0075,1239.0796231584918
7,4,2.5,0.01,1360.0232945271437
7,4,2.5,0.0125,1371.287061972319
7,4,2.5,0.015,1173.6768194595377
7,4,2.5,0.0175,1314.9750538408075
7,4,2.5,0.02,1304.6933915814109
7,4,2.75,0.0075,1213.600542499999
7,4,2.75,0.01,1359.042809271483
7,4,2.75,0.0125,1371.287061972319
7,4,2.75,0.015,1173.6768194595377
7,4,2.75,0.0175,1314.9750538408075
7,4,2.75,0.02,1304.6933915814109
7,4,3.0,0.0075,1218.9906610993526
7,4,3.0,0.01,1358.072235653413
7,4,3.0,0.0125,1371.129516107649
7,4,3.0,0.015,1173.7297586565026
7,4,3.0,0.0175,1313.3285159920958
7,4,3.0,0.02,1302.0972269734666
7,5,1.75,0.0075,1188.6414981195787
7,5,1.75,0.01,1356.392281434234
7,5,1.75,0.0125,1322.5301262013447
7,5,1.75,0.015,1152.2970756303916
7,5,1.75,0.0175,1296.1187600721044
7,5,1.75,0.02,1292.119792090465
7,5,2.0,0.0075,1244.5470622745288
7,5,2.0,0.01,1358.665263268364
7,5,2.0,0.0125,1370.989136045447
7,5,2.0,0.015,1173.2505777550632
7,5,2.0,0.0175,1316.335878816321
7,5,2.0,0.02,1314.2216680108806
7,5,2.25,0.0075,1245.7972717736395
7,5,2.25,0.01,1358.665263268364
7,5,2.25,0.0125,1374.9911466496258
7,5,2.25,0.015,1174.1962365483637
7,5,2.25,0.0175,1322.0829693771254
7,5,2.25,0.02,1313.846931303229
7,5,2.5,0.0075,1252.775465335716
7,5,2.5,0.01,1358.5087854717174
7,5,2.5,0.0125,1371.4408704428054
7,5,2.5,0.015,1174.0943351149797
7,5,2.5,0.0175,1316.8287502629887
7,5,2.5,0.02,1308.6077851989546
7,5,2.75,0.0075,1247.971542845275
7,5,2.75,0.01,1355.663067141033
7,5,2.75,0.0125,1371.4408704428054
7,5,2.75,0.015,1174.0943351149797
7,5,2.75,0.0175,1316.8287502629887
7,5,2.75,0.02,1308.6077851989546
7,5,3.0,0.0075,1237.6430385029737
7,5,3.0,0.01,1355.2734984695094
7,5,3.0,0.0125,1373.929184422503
7,5,3.0,0.015,1174.168105223901
7,5,3.0,0.0175,1316.3383196253849
7,5,3.0,0.02,1303.4885848363715
7,6,1.75,0.0075,1217.9864600889605
7,6,1.75,0.01,1356.3954585783229
7,6,1.75,0.0125,1323.157123223855
7,6,1.75,0.015,1152.724203633262
7,6,1.75,0.0175,1296.1250899250856
7,6,1.75,0.02,1288.3832237058052
7,6,2.0,0.0075,1217.9864600889605
7,6,2.0,0.01,1358.6633767796045
7,6,2.0,0.0125,1348.8494607032048
7,6,2.0,0.015,1173.8302827961436
7,6,2.0,0.0175,1316.3702675543227
7,6,2.0,0.02,1313.3883413214205
7,6,2.25,0.0075,1251.9465502813723
7,6,2.25,0.01,1358.6633767796045
7,6,2.25,0.0125,1375.760166011021
7,6,2.25,0.015,1174.793984213595
7,6,2.25,0.0175,1321.829603956172
7,6,2.25,0.02,1312.9488635223904
7,6,2.5,0.0075,1251.9465502813723
7,6,2.5,0.01,1358.5011599310408
7,6,2.5,0.0125,1373.488662603251
7,6,2.5,0.015,1174.6621285508536
7,6,2.5,0.0175,1316.844396956379
7,6,2.5,0.02,1295.2439609176758
7,6,2.75,0.0075,1226.1308056651374
7,6,2.75,0.01,1355.6773379853262
7,6,2.75,0.0125,1373.488662603251
7,6,2.75,0.015,1174.6621285508536
7,6,2.75,0.0175,1316.844396956379
7,6,2.75,0.02,1295.2439609176758
7,6,3.0,0.0075,1231.3772042694104
7,6,3.0,0.01,1354.7319528768296
7,6,3.0,0.0125,1372.761677818882
7,6,3.0,0.015,1174.7562675802344
7,6,3.0,0.0175,1317.5373399022146
7,6,3.0,0.02,1301.9196348954265
7,7,1.75,0.0075,1237.628058039655
7,7,1.75,0.01,1251.600535272439
7,7,1.75,0.0125,1312.0826651787734
7,7,1.75,0.015,1148.0904473235162
7,7,1.75,0.0175,1282.9877850184002
7,7,1.75,0.02,1276.412886631868
7,7,2.0,0.0075,1237.628058039655
7,7,2.0,0.01,1390.5070625066428
7,7,2.0,0.0125,1348.0112709601951
7,7,2.0,0.015,1174.177309574537
7,7,2.0,0.0175,1317.7608353466826
7,7,2.0,0.02,1314.3313853955178
7,7,2.25,0.0075,1246.830617328085
7,7,2.25,0.01,1393.938260260246
7,7,2.25,0.0125,1375.5128039111255
7,7,2.25,0.015,1175.1574656332832
7,7,2.25,0.0175,1322.7465989650432
7,7,2.25,0.02,1313.851382380784
7,7,2.5,0.0075,1271.145562182253
7,7,2.5,0.01,1391.7266115191494
7,7,2.5,0.0125,1373.4134584629865
7,7,2.5,0.015,1175.0078086592152
7,7,2.5,0.0175,1317.7880856139514
7,7,2.5,0.02,1293.6899074159105
7,7,2.75,0.0075,1243.195290154053
7,7,2.75,0.01,1391.7266115191494
7,7,2.75,0.0125,1373.4134584629865
7,7,2.75,0.015,1175.0078086592152
7,7,2.75,0.0175,1317.7880856139514
7,7,2.75,0.02,1293.6899074159105
7,7,3.0,0.0075,1250.2876117499818
7,7,3.0,0.01,1392.524996281547
7,7,3.0,0.0125,1372.6906836885212
7,7,3.0,0.015,1175.1131328438223
7,7,3.0,0.0175,1319.2427379432995
7,7,3.0,0.02,1302.7840620410434
7,8,1.75,0.0075,1295.080782532465
7,8,1.75,0.01,1254.8376488481026
7,8,1.75,0.0125,1312.0258478971707
7,8,1.75,0.015,1148.2046998116043
7,8,1.75,0.0175,1283.6198613366582
7,8,1.75,0.02,1278.013467691266
7,8,2.0,0.0075,1297.5048694379304
7,8,2.0,0.01,1390.303194229887
7,8,2.0,0.0125,1348.2444397053746
7,8,2.0,0.015,1174.3748788273329
7,8,2.0,0.0175,1318.3747059113468
7,8,2.0,0.02,1314.990258772221
7,8,2.25,0.0075,1282.456456817703
7,8,2.25,0.01,1393.7381316899923
7,8,2.25,0.0125,1375.1800217786376
7,8,2.25,0.015,1175.3660675113986
7,8,2.25,0.0175,1323.3183286597991
7,8,2.25,0.02,1314.4844277102206
7,8,2.5,0.0075,1278.3791841230943
7,8,2.5,0.01,1144.4125269823055
7,8,2.5,0.0125,1373.1835348568322
7,8,2.5,0.015,1175.209686807822
7,8,2.5,0.0175,1318.4069832237276
7,8,2.5,0.02,1298.4162663652137
7,8,2.75,0.0075,1278.3791841230943
7,8,2.75,0.01,1144.4125269823055
7,8,2.75,0.0125,1373.1835348568322
7,8,2.75,0.015,1175.209686807822
7,8,2.75,0.0175,1318.4069832237276
7,8,2.75,0.02,1298.4162663652137
7,8,3.0,0.0075,1249.8406695423353
7,8,3.0,0.01,1144.7612317424364
7,8,3.0,0.0125,1372.3534090789108
7,8,3.0,0.015,1175.3177724713985
7,8,3.0,0.0175,1319.859671421565
7,8,3.0,0.02,1302.1733876143478
7,9,1.75,0.0075,1281.249852776995
7,9,1.75,0.01,1131.8491509606984
7,9,1.75,0.0125,1336.1380013985872
7,9,1.75,0.015,1171.8814487567176
7,9,1.75,0.0175,1316.7899775134492
7,9,1.75,0.02,1307.471842055409
7,9,2.0,0.0075,1252.182867797368
7,9,2.0,0.01,1102.0141157106311
7,9,2.0,0.0125,1361.2774077654608
7,9,2.0,0.015,1191.8817097877536
7,9,2.0,0.0175,1338.158077073488
7,9,2.0,0.02,1328.6642339572788
7,9,2.25,0.0075,1264.3964165599396
7,9,2.25,0.01,1097.7831813480873
7,9,2.25,0.0125,1354.6043936057051
7,9,2.25,0.015,1191.2534680421822
7,9,2.25,0.0175,1335.5887548071614
7,9,2.25,0.02,1321.4529513930838
7,9,2.5,0.0075,1277.5761423596916
7,9,2.5,0.01,1097.7831813480873
7,9,2.5,0.0125,1245.8271216612393
7,9,2.5,0.015,1202.1131924685262
7,9,2.5,0.0175,1335.5887548071614
7,9,2.5,0.02,1321.4529513930838
7,9,2.75,0.0075,1278.1475103783075
7,9,2.75,0.01,1097.7831813480873
7,9,2.75,0.0125,1245.8271216612393
7,9,2.75,0.015,1181.172489097932
7,9,2.75,0.0175,1315.435729292436
7,9,2.75,0.02,1303.676963599472
7,9,3.0,0.0075,1259.1816300264693
7,9,3.0,0.01,1081.7461021880683
7,9,3.0,0.0125,1228.6791367044389
7,9,3.0,0.015,1160.5824797896523
7,9,3.0,0.0175,1290.5173462458506
7,9,3.0,0.02,1303.2965905804351
7,10,1.75,0.0075,1283.4579471861489
7,10,1.75,0.01,1143.3622587744185
7,10,1.75,0.0125,1103.1267116886706
7,10,1.75,0.015,1178.582456170156
7,10,1.75,0.0175,1327.0698160748896
7,10,1.75,0.02,1313.599951864414
7,10,2.0,0.0075,1233.3546918115742
7,10,2.0,0.01,1085.0886545126816
7,10,2.0,0.0125,1029.2063073529998
7,10,2.0,0.015,1176.7708372449308
7,10,2.0,0.0175,1322.2017427735568
7,10,2.0,0.02,1314.023992939209
7,10,2.25,0.0075,1258.9338408439487
7,10,2.25,0.01,1135.095296567872
7,10,2.25,0.0125,1094.525355628104
7,10,2.25,0.015,1152.2424768836445
7,10,2.25,0.0175,1297.116029215275
7,10,2.25,0.02,1302.4102850262116
7,10,2.5,0.0075,1268.0880771628888
7,10,2.5,0.01,1135.095296567872
7,10,2.5,0.0125,1089.7281839978414
7,10,2.5,0.015,1164.275177377663
7,10,2.5,0.0175,1297.116029215275
7,10,2.5,0.02,1298.2477309323867
7,10,2.75,0.0075,1284.0119918157243
7,10,2.75,0.01,1124.7294373200375
7,10,2.75,0.0125,1079.9512136212045
7,10,2.75,0.015,1146.0449645831343
7,10,2.75,0.0175,1280.0863657308057
7,10,2.75,0.02,1298.2477309323867
7,10,3.0,0.0075,1260.3984820618614
7,10,3.0,0.01,1070.2635526295444
7,10,3.0,0.0125,1012.9448138804934
7,10,3.0,0.015,1144.6944342028148
7,10,3.0,0.0175,1278.32213455688
7,10,3.0,0.02,1302.0194344334866
7,11,1.75,0.0075,1260.0696894335138
7,11,1.75,0.01,1114.891481301687
7,11,1.75,0.0125,1082.0663508593732
7,11,1.75,0.015,1140.9454781711754
7,11,1.75,0.0175,1275.2888804437891
7,11,1.75,0.02,1293.8048577379686
7,11,2.0,0.0075,1260.0696894335138
7,11,2.0,0.01,1114.891481301687
7,11,2.0,0.0125,1082.0663508593732
7,11,2.0,0.015,1139.9006902928238
7,11,2.0,0.0175,1275.2888804437891
7,11,2.0,0.02,1293.8048577379686
7,11,2.25,0.0075,1260.0696894335138
7,11,2.25,0.01,1129.7044084447327
7,11,2.25,0.0125,1078.4834129623748
7,11,2.25,0.015,1139.9006902928238
7,11,2.25,0.0175,1275.2888804437891
7,11,2.25,0.02,1293.8048577379686
7,11,2.5,0.0075,1260.0696894335138
7,11,2.5,0.01,1129.7044084447327
7,11,2.5,0.0125,1078.6584446271372
7,11,2.5,0.015,1139.9006902928238
7,11,2.5,0.0175,1275.2888804437891
7,11,2.5,0.02,1283.0362801767671
7,11,2.75,0.0075,1267.2552668653575
7,11,2.75,0.01,1118.2966346398016
7,11,2.75,0.0125,1058.9897320005005
7,11,2.75,0.015,1161.3973239250345
7,11,2.75,0.0175,1276.988005240897
7,11,2.75,0.02,1282.6038854093963
7,11,3.0,0.0075,1290.0899856579586
7,11,3.0,0.01,1132.676656215907
7,11,3.0,0.0125,1079.797176772185
7,11,3.0,0.015,1144.871004527874
7,11,3.0,0.0175,1280.656588376453
7,11,3.0,0.02,1280.770687625437
7,12,1.75,0.0075,1260.0581367704274
7,12,1.75,0.01,1224.3358044002412
7,12,1.75,0.0125,1080.609816267742
7,12,1.75,0.015,1141.6592717897345
7,12,1.75,0.0175,1281.5945551494451
7,12,1.75,0.02,1305.0767471278075
7,12,2.0,0.0075,1260.0581367704274
7,12,2.0,0.01,1224.3358044002412
7,12,2.0,0.0125,1080.609816267742
7,12,2.0,0.015,1140.6136075262425
7,12,2.0,0.0175,1281.5945551494451
7,12,2.0,0.02,1305.0767471278075
7,12,2.25,0.0075,1272.5719605125837
7,12,2.25,0.01,1241.1509119018642
7,12,2.25,0.0125,1075.5473521787965
7,12,2.25,0.015,1139.6274868177331
7,12,2.25,0.0175,1274.6789616227904
7,12,2.25,0.02,1293.693334452057
7,12,2.5,0.0075,1267.9719620384626
7,12,2.5,0.01,1241.1509119018642
7,12,2.5,0.0125,1075.495537069637
7,12,2.5,0.015,1139.6274868177331
7,12,2.5,0.0175,1274.6789616227904
7,12,2.5,0.02,1293.693334452057
7,12,2.75,0.0075,1255.6149898017406
7,12,2.75,0.01,1198.8071971663685
7,12,2.75,0.0125,1073.276401022158
7,12,2.75,0.015,1119.8983074275193
7,12,2.75,0.0175,1229.306457121619
7,12,2.75,0.02,1258.1306088057877
7,12,3.0,0.0075,1255.6149898017406
7,12,3.0,0.01,1198.814928033293
7,12,3.0,0.0125,1073.276401022158
7,12,3.0,0.015,1119.8983074275193
7,12,3.0,0.0175,1229.026531136957
7,12,3.0,0.02,1258.1306088057877
7,13,1.75,0.0075,1310.438281113412
7,13,1.75,0.01,1244.2837633484844
7,13,1.75,0.0125,1139.1088014192887
7,13,1.75,0.015,1148.509570426546
7,13,1.75,0.0175,1302.2198187466736
7,13,1.75,0.02,1297.0677293660997
7,13,2.0,0.0075,1144.989811679894
7,13,2.0,0.01,1224.0634297566176
7,13,2.0,0.0125,1123.8844634366676
7,13,2.0,0.015,1154.0314960410146
7,13,2.0,0.0175,1294.4068961714097
7,13,2.0,0.02,1285.404966499008
7,13,2.25,0.0075,1187.9165776570185
7,13,2.25,0.01,1248.9010340743991
7,13,2.25,0.0125,1123.8844634366676
7,13,2.25,0.015,1153.289534794938
7,13,2.25,0.0175,1294.4068961714097
7,13,2.25,0.02,1285.404966499008
7,13,2.5,0.0075,1283.778873238182
7,13,2.5,0.01,1218.3150782574503
7,13,2.5,0.0125,1098.7383155504
7,13,2.5,0.015,1146.7291854363586
7,13,2.5,0.0175,1279.3489340661995
7,13,2.5,0.02,1273.357698729763
7,13,2.75,0.0075,1292.078078423773
7,13,2.75,0.01,1220.682954462802
7,13,2.75,0.0125,1101.089061798313
7,13,2.75,0.015,1147.6344896612584
7,13,2.75,0.0175,1280.3502835866934
7,13,2.75,0.02,1273.3375595319587
7,13,3.0,0.0075,1292.078078423773
7,13,3.0,0.01,1228.9537191999573
7,13,3.0,0.0125,1101.089061798313
7,13,3.0,0.015,1147.6344896612584
7,13,3.0,0.0175,1280.3502835866934
7,13,3.0,0.02,1274.1475387653643
8,4,1.75,0.0075,1107.1280417522994
8,4,1.75,0.01,1264.75862461152
8,4,1.75,0.0125,1327.213290924789
8,4,1.75,0.015,1167.277436392708
8,4,1.75,0.0175,1284.2556564976726
8,4,1.75,0.02,1307.9042217325052
8,4,2.0,0.0075,1090.5808033430935
8,4,2.0,0.01,1304.01691392659
8,4,2.0,0.0125,1366.34477648776
8,4,2.0,0.015,1204.314054415696
8,4,2.0,0.0175,1318.9433097901158
8,4,2.0,0.02,1310.2692431557082
8,4,2.25,0.0075,1097.479307557603
8,4,2.25,0.01,1340.5150988716189
8,4,2.25,0.0125,1426.265636921375
8,4,2.25,0.015,1212.9644980625535
8,4,2.25,0.0175,1356.6862538669775
8,4,2.25,0.02,1347.1400153595582
8,4,2.5,0.0075,1097.1940172799448
8,4,2.5,0.01,1350.8316125705776
8,4,2.5,0.0125,1437.9102910987244
8,4,2.5,0.015,1226.595862148439
8,4,2.5,0.0175,1366.920787012829
8,4,2.5,0.02,1322.894173119377
8,4,2.75,0.0075,1097.1940172799448
8,4,2.75,0.01,1350.8316125705776
8,4,2.75,0.0125,1433.042139198282
8,4,2.75,0.015,1226.595862148439
8,4,2.75,0.0175,1366.920787012829
8,4,2.75,0.02,1324.061257131898
8,4,3.0,0.0075,1117.8814282964174
8,4,3.0,0.01,1332.0354044998996
8,4,3.0,0.0125,1337.6877354278995
8,4,3.0,0.015,1226.9974459778496
8,4,3.0,0.0175,1345.2412079939566
8,4,3.0,0.02,1325.8578985224935
8,5,1.75,0.0075,1140.8790945704395
8,5,1.75,0.01,1265.3058611018744
8,5,1.75,0.0125,1328.689012014785
8,5,1.75,0.015,1167.8275768649569
8,5,1.75,0.0175,1286.8409044824498
8,5,1.75,0.02,1311.4873719135646
8,5,2.0,0.0075,1110.923975510624
8,5,2.0,0.01,1302.4271231303844
8,5,2.0,0.0125,1367.1478145861622
8,5,2.0,0.015,1204.5452798469769
8,5,2.0,0.0175,1320.175371721767
8,5,2.0,0.02,1315.6682169491542
8,5,2.25,0.0075,1093.0280632903546
8,5,2.25,0.01,1341.3759193646856
8,5,2.25,0.0125,1426.263968901663
8,5,2.25,0.015,1213.7030349861466
8,5,2.25,0.0175,1359.9935704677998
8,5,2.25,0.02,1350.4424653331707
8,5,2.5,0.0075,1114.2893696253043
8,5,2.5,0.01,1350.357193029142
8,5,2.5,0.0125,1438.4947019189965
8,5,2.5,0.015,1226.8029927425705
8,5,2.5,0.0175,1369.473099711996
8,5,2.5,0.02,1324.5757454311415
8,5,2.75,0.0075,1114.2893696253043
8,5,2.75,0.01,1350.357193029142
8,5,2.75,0.0125,1433.5770938138623
8,5,2.75,0.015,1226.8029927425705
8,5,2.75,0.0175,1369.473099711996
8,5,2.75,0.02,1324.5757454311415
8,5,3.0,0.0075,1131.248237248214
8,5,3.0,0.01,1331.459957960942
8,5,3.0,0.0125,1338.4374478018094
8,5,3.0,0.015,1227.5579697463322
8,5,3.0,0.0175,1347.457687069145
8,5,3.0,0.02,1327.5703697150389
8,6,1.75,0.0075,1151.1585696654297
8,6,1.75,0.01,1265.5040109360182
8,6,1.75,0.0125,1329.2363418481343
8,6,1.75,0.015,1168.1202849190593
8,6,1.75,0.0175,1287.8846665557794
8,6,1.75,0.02,1309.9174269470486
8,6,2.0,0.0075,1123.8838347924843
8,6,2.0,0.01,1302.7084615076817
8,6,2.0,0.0125,1367.6747398726236
8,6,2.0,0.015,1204.9015697639882
8,6,2.0,0.0175,1321.24431465728
8,6,2.0,0.02,1314.202350691172
8,6,2.25,0.0075,1098.41888001609
8,6,2.25,0.01,1341.6709004224017
8,6,2.25,0.0125,1426.8837351158957
8,6,2.25,0.015,1214.0911543445347
8,6,2.25,0.0175,1361.1822286780937
8,6,2.25,0.02,1347.0613134891591
8,6,2.5,0.0075,1117.507936580044
8,6,2.5,0.01,1350.5870486799388
8,6,2.5,0.0125,1438.9137724882282
8,6,2.5,0.015,1227.9687741025568
8,6,2.5,0.0175,1370.12686473423
8,6,2.5,0.02,1318.8492580291825
8,6,2.75,0.0075,1117.507936580044
8,6,2.75,0.01,1350.5870486799388
8,6,2.75,0.0125,1438.9137724882282
8,6,2.75,0.015,1227.9687741025568
8,6,2.75,0.0175,1370.12686473423
8,6,2.75,0.02,1318.8492580291825
8,6,3.0,0.0075,1146.3680405686157
8,6,3.0,0.01,1332.4001620429797
8,6,3.0,0.0125,1338.1419318162004
8,6,3.0,0.015,1227.8143249662114
8,6,3.0,0.0175,1350.393612655933
8,6,3.0,0.02,1325.4936058967078
8,7,1.75,0.0075,1195.0524331036945
8,7,1.75,0.01,1245.599628203737
8,7,1.75,0.0125,1307.8093842644598
8,7,1.75,0.015,1158.3787671312348
8,7,1.75,0.0175,1271.8823888700522
8,7,1.75,0.02,1298.929239176231
8,7,2.0,0.0075,1168.7438229305274
8,7,2.0,0.01,1168.089833874314
8,7,2.0,0.0125,1367.473251335753
8,7,2.0,0.015,1205.1079567480783
8,7,2.0,0.0175,1323.0806698206593
8,7,2.0,0.02,1315.1254135131194
8,7,2.25,0.0075,1117.8682967779228
8,7,2.25,0.01,1341.5905201049268
8,7,2.25,0.0125,1430.1246202068662
8,7,2.25,0.015,1214.318026862713
8,7,2.25,0.0175,1360.8869186090512
8,7,2.25,0.02,1347.966649374667
8,7,2.5,0.0075,1133.8663064923746
8,7,2.5,0.01,1350.428624624873
8,7,2.5,0.0125,1439.1916624008136
8,7,2.5,0.015,1228.149579705807
8,7,2.5,0.0175,1370.6749328355531
8,7,2.5,0.02,1319.5941437430247
8,7,2.75,0.0075,1133.8663064923746
8,7,2.75,0.01,1350.428624624873
8,7,2.75,0.0125,1439.1916624008136
8,7,2.75,0.015,1228.149579705807
8,7,2.75,0.0175,1370.6749328355531
8,7,2.75,0.02,1319.5941437430247
8,7,3.0,0.0075,1165.4233886138031
8,7,3.0,0.01,1171.0907766804576
8,7,3.0,0.0125,1323.3287007869123
8,7,3.0,0.015,1228.063215956701
8,7,3.0,0.0175,1351.4284641910335
8,7,3.0,0.02,1326.233870866031
8,8,1.75,0.0075,1192.1041832748947
8,8,1.75,0.01,1245.533692385041
8,8,1.75,0.0125,1307.8812881871188
8,8,1.75,0.015,1158.353085289919
8,8,1.75,0.0175,1272.368352376451
8,8,1.75,0.02,1301.009507421359
8,8,2.0,0.0075,1168.6980834425567
8,8,2.0,0.01,1173.0909855680325
8,8,2.0,0.0125,1367.5698738501446
8,8,2.0,0.015,1205.5384302568814
8,8,2.0,0.0175,1323.554472800503
8,8,2.0,0.02,1315.748735373591
8,8,2.25,0.0075,1126.0580203094603
8,8,2.25,0.01,1341.4900996265994
8,8,2.25,0.0125,1430.2050618659664
8,8,2.25,0.015,1215.9243864683422
8,8,2.25,0.0175,1361.541806183378
8,8,2.25,0.02,1348.6350295954117
8,8,2.5,0.0075,1138.6503208208674
8,8,2.5,0.01,1350.2742171471375
8,8,2.5,0.0125,1439.2007835925597
8,8,2.5,0.015,1228.2520891064164
8,8,2.5,0.0175,1371.2564828120248
8,8,2.5,0.02,1322.4967342805537
8,8,2.75,0.0075,1138.6503208208674
8,8,2.75,0.01,1350.2742171471375
8,8,2.75,0.0125,1439.2007835925597
8,8,2.75,0.015,1228.2520891064164
8,8,2.75,0.0175,1371.2564828120248
8,8,2.75,0.02,1322.4967342805537
8,8,3.0,0.0075,1168.4737166545171
8,8,3.0,0.01,1181.2518083700534
8,8,3.0,0.0125,1322.113471397597
8,8,3.0,0.015,1244.397570568988
8,8,3.0,0.0175,1351.9673217987656
8,8,3.0,0.02,1326.7570211985835
8,9,1.75,0.0075,1145.6702082573056
8,9,1.75,0.01,1175.851176031514
8,9,1.75,0.0125,1337.753302450503
8,9,1.75,0.015,1205.801166475757
8,9,1.75,0.0175,1309.3852922115143
8,9,1.75,0.02,1264.1697130781713
8,9,2.0,0.0075,1162.1568322713229
8,9,2.0,0.01,1189.1733141631762
8,9,2.0,0.0125,1296.659525483095
8,9,2.0,0.015,1227.501624358521
8,9,2.0,0.0175,1317.4867854264735
8,9,2.0,0.02,1285.3435350390196
8,9,2.25,0.0075,1167.3938266679374
8,9,2.25,0.01,1197.7392031776258
8,9,2.25,0.0125,1320.1640798189724
8,9,2.25,0.015,1228.1973993160805
8,9,2.25,0.0175,1354.726548254577
8,9,2.25,0.02,1343.5696913641102
8,9,2.5,0.0075,1167.3938266679374
8,9,2.5,0.01,1197.7392031776258
8,9,2.5,0.0125,1320.1640798189724
8,9,2.5,0.015,1228.1973993160805
8,9,2.5,0.0175,1354.726548254577
8,9,2.5,0.02,1343.5696913641102
8,9,2.75,0.0075,1164.770816880697
8,9,2.75,0.01,1197.7392031776258
8,9,2.75,0.0125,1320.1640798189724
8,9,2.75,0.015,1219.2391931317811
